pos_x, pos_y, pos_z
-0.083553, -0.643003, 0.364574
0.777921, -0.379802, 1.072269
-0.903815, 0.360565, -1.400411
-0.995410, 0.735727, -1.504684
-0.478123, 0.459211, -0.325997
-0.401555, -0.148522, -0.203328
-0.188267, 0.014643, -0.794002
-0.071131, 0.642376, -0.692515
-0.993242, 0.759675, -1.493943
-1.016957, 0.789970, -1.548823
-0.397483, 0.348318, -0.171398
0.109013, 0.414718, -0.316297
-0.490880, -0.195929, -0.235489
-0.414727, -0.297175, -0.075932
-0.256502, -0.163323, 0.108228
0.769834, 0.040991, 0.291256
-0.342286, -0.920729, 0.658549
0.993654, 0.249513, 0.740586
0.178411, 0.004287, -0.201050
-0.125422, -2.084800, 2.104068
0.640748, -0.230919, 0.687769
0.377047, -0.053528, 0.323795
0.704656, -0.113234, 0.910749
0.986894, -0.700632, 1.457899
1.224980, -1.740479, 2.530981
0.764436, -0.535409, 0.411039
0.544376, -0.367338, 0.541762
0.259064, -0.106399, 0.195189
-0.324283, -0.242014, -0.041013
0.204164, -0.034083, -0.131781
0.441998, -0.562090, 0.214581
0.205192, -0.052526, -0.135169
0.526030, -0.068732, 0.530253
-0.566961, -0.162122, -0.348653
-0.222095, 0.134562, 0.191831
0.388060, -0.449000, 0.163783
0.448061, -0.044607, 0.455385
0.700800, -0.315139, 0.740353
-0.060006, -0.522128, 0.454468
-0.873505, 0.243676, -1.170050
-0.568007, -0.233357, -0.381892
-1.000178, 1.105758, -1.509046
-1.006335, 1.086007, -1.515619
-1.056545, 0.888804, -1.579223
-0.660350, -0.557794, 0.029786
-0.457688, 0.475114, -1.570286
-1.336500, 1.098976, -2.220542
-0.520612, 0.539756, -1.647092
-1.046446, 0.909620, -1.558202
-1.325054, 1.146761, -2.228740
0.006361, -0.035641, -0.468788
0.340580, -0.811741, 0.791460
0.373420, -0.886236, 0.786390
-0.734143, -0.179975, -0.463197
-1.327500, 1.123750, -2.191887
-1.332010, 1.107922, -2.215579
-1.332374, 1.107128, -2.214515
1.738629, -1.977607, 9.526537
1.184156, -0.275422, 1.091680
0.428789, 0.149149, 0.214671
0.068456, -0.190736, -0.349280
-0.268639, 0.213037, 0.059119
-0.447267, 0.420800, -0.321131
-0.005341, -0.025438, -0.487720
-1.308634, 1.110660, -2.169779
1.126737, -1.561180, 1.972122
-1.056745, -0.609932, -0.242501
0.393673, -0.057290, 0.409294
0.667012, -0.479840, 0.952800
0.604709, -0.434422, 0.843025
0.152395, -3.641990, 3.412396
-1.201459, 0.822806, -1.940717
-0.388938, 0.244825, -1.417751
-1.017416, 0.788146, -1.542638
0.590714, 0.086754, 0.292349
-0.379156, -0.196216, -0.138122
-0.275522, 0.208657, 0.024374
-1.007298, 0.773473, -1.530692
-1.005522, 0.719054, -1.525795
-0.993142, 0.758956, -1.491953
0.348085, 0.608794, 1.364617
-1.015795, 0.727992, -1.550625
-0.603257, 0.246419, -0.630558
-1.016428, 0.719136, -1.537956
0.113469, -0.204257, -0.311674
0.365728, 0.065250, 0.119689
-0.893629, 0.531145, -1.390755
0.881198, -1.148580, 1.289338
1.198252, 0.011864, 0.803203
-0.010253, -0.201931, -0.464784
-0.785253, 1.181035, -2.303971
-0.435871, 0.412036, -0.361801
-0.224058, 0.063857, -0.842224
-0.445941, 0.408914, -0.322502
0.171765, 0.026831, 8.946636
0.902904, -1.147120, 2.433667
-0.241211, 0.186241, 0.324329
2.255485, -3.513902, 5.329536
0.322879, 0.521451, 0.009247
0.697287, -1.156737, 1.711512
-0.014953, -0.147650, 0.577193
1.557917, -1.046032, 1.213496
1.602774, -1.095387, 1.218344
0.811097, -0.273684, 1.215371
-1.275274, 1.422366, -2.093607
-1.332881, 1.136202, -2.216277
-1.276818, 1.421189, -2.095232
-1.306836, 1.139354, -2.164638
0.551864, -1.215671, 1.248906
-0.801907, 0.991201, -2.232452
-1.041637, 0.894224, -1.521110
-0.801597, 1.157543, -2.303931
-0.821489, 1.355781, -2.390400
0.101308, 0.380706, -0.322507
-0.313436, 0.017588, 0.019543
-1.196241, 1.327513, -1.883760
-0.574642, 0.857318, 19.129799
-0.810994, 0.982910, -2.235107
-0.428921, -0.244357, -0.113922
0.711127, -0.957440, 0.992350
0.697303, -1.450741, 1.663769
0.455114, -0.648964, 0.327463
-0.854585, 1.355825, -2.415226
-1.047332, 0.896120, -1.557444
-0.611073, 0.117084, -0.984208
0.272940, -0.790728, 0.692068
-0.833006, 1.210571, -2.353414
-1.284715, 1.454477, -2.138510
-0.729235, 0.907197, -2.138550
-0.807182, 1.180816, -2.305645
-0.794272, 1.185682, -2.291217
-0.849367, 1.232514, -2.374635
-1.240613, 1.379455, -1.520430
-1.005378, 0.716576, -1.526670
0.812377, -0.656440, 1.168266
0.740010, -1.387693, 2.329712
1.316297, -2.433093, 3.487165
1.387141, -1.915638, 2.505883
-1.143174, 0.324082, -1.367425
-0.813925, 1.174171, -2.318461
-0.792025, 1.181181, -2.300707
0.064794, 0.122696, -0.360912
0.213164, 0.180879, -0.018197
0.267617, -0.434486, 0.090246
0.113721, -6.646243, 6.161107
-0.671221, 0.887392, -1.134112
-1.085148, 0.422043, -1.586004
-0.799664, 1.176400, -2.300130
-0.776066, 0.968630, -2.206010
-0.776380, 1.519374, -2.282428
-1.252021, 1.013287, -2.274844
0.455399, -0.978780, 1.004190
1.205269, -0.899659, 0.839243
-1.151354, 0.704253, -1.790261
-0.824729, 1.171405, -2.326354
0.533503, -0.709203, 0.503189
0.180860, -0.686606, 1.048246
0.699903, -0.534666, 1.003699
1.081777, -2.086884, 3.006143
-0.844361, 1.230321, -2.370122
-1.279453, 1.200654, -2.084352
-0.851651, 1.221760, -2.371526
-1.325999, 1.151038, -2.196996
-0.816918, 1.166464, -2.319371
-0.857660, 1.162200, -2.366196
-1.284436, 1.225123, -2.145844
-0.822368, 0.969112, -2.251940
-0.812160, 1.197730, -2.324772
-0.284873, -0.163926, 0.042060
-0.325076, -0.258917, -0.005989
-0.414735, -0.120860, -0.252174
1.167080, -0.779214, 0.606527
1.523094, -0.445186, 1.345937
0.254587, -0.100234, 0.750506
1.236751, -0.762996, 1.044988
-0.099551, -0.650690, 0.560955
-0.569267, 0.337254, -0.554634
-0.805317, 1.340627, -2.359790
-0.838801, 1.359940, -2.406061
-1.466448, 1.599575, -2.499379
-0.803452, 1.556346, -2.420680
-0.281278, -0.132192, 0.051820
0.402349, -0.892363, 0.843729
0.384737, -0.853206, 0.792430
-0.199206, -0.656832, 0.386732
0.809201, -1.942333, 2.600802
0.168765, -0.162026, -0.243847
0.158199, -0.003734, -0.204248
0.660841, -0.831020, 0.720154
-0.798936, 1.321043, -2.371740
-0.810194, 1.164538, -2.313995
-0.811142, 1.360697, -2.396940
-0.814223, 1.213452, -2.341854
-0.801488, 1.157925, -2.303764
-1.235562, 0.646833, -1.954813
-0.946856, 1.151742, -2.534489
-0.803019, 1.324600, -2.376829
0.105011, -0.165563, -0.318727
0.300889, -0.083591, -0.029016
0.202085, 0.373904, -0.180424
-0.477779, -0.039659, -0.396047
0.214233, -0.018213, -0.164529
0.267346, 0.290318, -0.063794
-0.323753, -0.229058, -0.048184
0.735053, -0.693430, 0.428031
-0.925582, 1.135820, -2.514325
-0.823817, 1.177410, -2.358112
-0.804609, 1.194690, -2.324066
-1.156238, 1.302202, -1.843358
-0.724041, 1.592223, -2.289677
0.176254, -0.277808, -0.296603
-0.618607, 0.283710, -0.669885
-0.477645, 0.458862, -0.319848
-0.790283, 0.014612, -0.734772
0.180182, 0.080783, -0.187152
-0.484711, 0.465815, -0.345740
-0.478998, 0.461488, -0.328203
-1.465647, 1.576325, -2.477533
-1.161998, 1.277946, -1.869298
-0.334932, 1.139139, -0.517551
-1.038617, 0.616717, -1.576787
-1.164798, 0.492804, -1.742547
-1.301202, 0.923428, -2.114990
-0.804374, 1.541644, -2.417736
0.113081, -0.808784, 1.204196
-0.344915, -0.084838, -0.261031
-1.285388, 1.444754, -2.061786
-1.323375, 1.154384, -2.204842
-1.315442, 1.095297, -2.190985
-0.766921, 0.956020, -2.181263
-0.747613, -0.687150, -0.224743
-0.037106, -0.210843, -0.875754
-0.446921, 0.383228, -0.296006
-1.058833, 0.232233, -1.153577
0.523781, 0.130914, 0.376274
1.077820, -1.037056, 2.225591
-1.027389, 1.254464, -2.760829
-0.918432, 1.149016, -2.531759
-0.773006, 1.335596, -2.332781
-0.367275, 1.134462, -0.319986
-0.879355, 1.090078, -2.463739
1.698244, -0.729461, 1.255200
0.805193, -0.066550, 0.879318
0.262688, -0.970963, 1.030165
-0.071484, 1.128502, -0.501848
-1.085891, 1.193825, -1.667477
-1.169840, 0.211917, -1.479196
-0.790514, 1.104263, -2.300010
-0.790147, 1.168367, -2.293183
-0.787032, 1.165330, -2.291251
-1.161336, 0.540929, -1.778266
-0.837331, 1.138511, -2.352901
-0.284856, 0.110133, -1.236596
-0.870696, 1.672214, -2.515770
-0.474073, 1.651859, -1.411255
-0.982599, 0.700885, -1.412325
-0.805686, 1.175913, -2.336887
-0.752601, 1.570083, -2.300389
-0.832878, 1.540749, -2.448428
-0.814535, 1.547608, -2.430698
-1.312608, 1.102197, -2.157876
-0.779688, 1.532519, -2.289226
0.356086, -0.752851, 0.281078
-1.003275, 0.756494, -1.500471
-1.049604, 0.877905, -1.547479
0.141097, 0.111083, -0.235640
-1.026116, 0.400114, -1.503905
-1.222867, 0.796995, -1.905630
-1.303253, 0.923560, -2.135343
-0.823042, 1.150355, -2.355752
-0.802501, 1.348759, -2.370070
1.222230, -0.682796, 0.994822
0.440151, -0.901234, 0.898422
-0.067318, 0.006168, 0.564750
1.050143, -0.769781, 0.616722
0.552896, 0.209619, 0.066812
0.487717, 0.056027, 0.409881
0.429440, 0.245752, 0.019155
-0.008685, -0.159976, 0.612600
1.266355, -0.643084, 1.078295
1.214928, -0.755066, 0.985098
0.482284, -0.675482, 0.427196
-1.139951, 0.201648, -1.215188
-1.313686, 1.092758, -2.140057
-0.430540, 0.312573, -1.465667
-0.756373, 1.570540, -2.275674
-0.749743, 0.943850, -2.175675
-1.293821, 0.845183, -2.197841
-1.285657, 1.216916, -2.121468
-0.758512, 1.088254, -2.267639
-0.398614, 1.153101, -0.555269
-0.749599, 0.939163, -2.166947
-1.035181, 0.573184, -1.523793
-1.724548, 1.579552, -3.055009
-0.726494, 0.919077, -2.144208
-1.466205, 1.593988, -2.483815
-1.720322, 1.636491, -3.031951
0.590360, -0.185681, 1.454613
0.372721, -0.891561, 0.792318
-0.458409, 0.461118, -0.330677
-0.616924, 0.467108, -2.073363
-0.875380, 0.847287, -2.444922
-0.756960, 0.942587, -2.182534
-0.843729, 1.152576, -2.353160
0.079577, 0.459477, -0.373350
-1.144294, 1.262739, -1.658433
-0.803405, 0.730121, -2.372970
-0.887935, 0.875330, -2.383844
-0.777556, 1.176248, -2.277878
-1.141439, 1.930169, -2.889220
-0.316020, 0.043482, 0.008509
-0.008883, -0.121648, -0.504407
-0.322091, 0.021382, -0.013804
0.130928, -0.283070, -0.277920
-0.605406, -0.352656, -0.374023
-0.473161, -0.184725, -0.335429
0.101449, 0.413259, -0.321571
0.148980, -0.967573, 1.108567
-1.306400, 1.144386, -2.173948
-1.283464, 0.719615, -1.919405
1.378290, -1.623489, 2.408505
1.066933, -1.220738, 1.875811
0.144727, -0.212274, -0.251773
-0.763548, 1.538403, -2.263261
-0.740333, 1.570689, -2.284033
-0.989413, 1.229411, -2.705606
-1.187138, 1.649739, -3.175652
-1.719803, 1.640914, -3.041538
-1.732036, 1.588821, -3.070069
-0.848443, 1.183146, -2.492116
-0.796440, 1.343095, -2.358662
-0.778901, 1.536047, -2.288343
-1.111352, 1.222945, -1.766304
-0.761690, 1.499026, -2.154938
-0.781058, 1.530810, -2.290465
-1.309896, 1.129844, -2.149763
0.241385, -2.662759, 3.088365
-0.510981, -0.267826, -0.169651
0.827301, -0.479046, 0.212516
-0.308089, -0.679146, 0.423399
1.087866, -0.801582, 0.660869
0.809540, -0.025107, 0.442891
1.239338, -0.625714, 1.046399
-0.451883, -0.219229, -0.407234
-1.014419, 0.763222, -1.557473
1.027003, -2.579947, 3.245873
0.279333, -0.149253, 0.248964
-1.151883, 0.690211, -1.772784
-0.480314, 0.591689, -1.144405
0.300666, -1.411305, 1.595487
-1.214864, 1.353046, -2.015084
-0.774127, 0.823426, -1.073288
-1.015123, 1.100250, -1.261843
-0.749391, 1.568387, -2.265579
-1.311214, 1.089442, -2.143549
-0.765748, 1.499707, -2.160776
-0.780775, 1.126213, -2.285756
-1.173493, 1.304595, -1.780091
-0.697402, 1.661777, -1.002981
-1.109432, 1.219703, -1.646142
0.320883, -1.120646, 1.204566
-0.614991, 0.261143, -0.650666
0.233028, -1.167115, 1.319462
0.056169, -1.517771, 1.357616
5.439934, -16.731722, 22.678843
-1.782545, 1.814227, -3.109215
-1.730507, 1.597395, -3.081772
-0.578764, -0.175351, -0.450469
0.524404, -0.053798, 0.517559
-0.015460, -0.936451, 0.941799
-0.200017, -0.379818, 0.184224
-1.149597, 0.318247, -1.354424
-1.283689, 1.460191, -2.092247
0.406146, -0.038218, 0.361375
0.537085, -1.728541, 2.301121
-0.159853, -0.465681, 0.313185
-1.067056, 0.646066, -1.600000
-1.742439, 1.643763, -3.102336
-1.720522, 1.606480, -3.044266
-1.739236, 1.636495, -3.089810
-1.731713, 1.653399, -3.080032
-1.739826, 1.632590, -3.042576
-1.730389, 1.611477, -3.058786
-1.744632, 1.597492, -3.097480
0.524877, -1.159925, 1.189310
0.617507, -0.075777, 0.797940
0.556989, -1.198282, 1.418207
0.656623, -0.230626, 0.693394
0.722545, -0.008750, 0.615582
0.956606, -0.725741, 1.415632
0.491552, -0.052345, 0.426493
1.522561, -1.936828, 2.430186
1.234367, -0.872797, 1.046415
1.349810, -0.568803, 1.011459
0.528397, -1.028223, 1.131849
0.370614, -0.012624, 0.772377
0.750466, -0.096062, 0.812935
0.521668, -0.901801, 0.992904
0.270465, -0.125064, 0.252420
0.612210, -0.085457, 0.925404
0.390974, -0.432293, 1.413432
0.437984, -0.125951, 0.988079
0.807892, -1.030552, 1.166352
0.824395, -1.414752, 2.083538
0.889204, -1.138857, 1.285319
0.878348, -1.124971, 1.270518
1.846492, -2.262382, 3.012775
1.033139, -0.983913, 0.983534
1.743959, -1.753415, 3.106741
1.003385, -0.949755, 0.982304
0.612596, -1.491080, 1.961325
0.971167, -1.023686, 1.079419
0.516132, -0.988267, 0.982664
0.917071, -1.121617, 1.727165
1.127799, -0.768092, 0.769428
0.533296, -0.947295, 1.045734
0.692701, -0.012275, 0.814373
1.170321, 0.012789, 0.785034
1.001752, -1.058894, 1.115341
1.122094, -1.334739, 1.940209
1.082025, -0.706881, 1.577170
0.421635, -0.453642, 1.386521
0.386175, -0.235950, 0.295260
0.641339, -0.094562, 0.959220
1.000401, -0.337688, 1.327471
0.657149, -0.576649, 0.588473
0.110088, -0.158839, 0.789394
0.232840, -0.992500, 1.089587
0.934978, -0.268608, 2.176315
0.649241, -0.033868, 0.825993
0.604618, -0.075405, 0.781889
0.483757, -0.029932, 0.854110
0.797586, -0.384617, 0.705748
0.638681, -0.226725, 0.687806
0.622620, -0.547044, 0.541980
1.306218, -0.925892, 1.111452
1.276761, -0.615632, 1.118672
0.919972, -0.099086, 0.902867
0.738740, -0.108887, 0.849567
1.000628, -0.292036, 0.877376
0.810216, -0.241843, 0.718322
1.217487, -0.355742, 1.069503
0.506496, -1.205327, 1.593019
0.580883, -1.016004, 1.765069
0.772083, -0.927349, 1.054163
0.313373, -1.163098, 1.417125
0.103006, -0.158418, 0.780861
0.389296, -0.003108, 0.758902
0.696048, -0.162421, 1.008395
3.260033, -1.825059, 2.122705
1.741300, -0.823262, 1.478361
-0.563152, 0.331142, -0.542154
0.728920, -0.097019, 0.803194
-0.449610, -0.206282, -0.410685
-0.267763, -0.119698, 0.069262
0.346109, -0.609967, 0.289068
-0.596494, 0.237279, -0.616611
-0.272604, -0.133815, 0.057733
0.531891, -0.358423, 0.522361
0.764668, -0.368997, 1.053355
0.477236, -0.477871, 0.434671
0.705821, -1.076818, 1.103461
0.114276, 0.047670, -0.270412
0.053248, -0.126199, -0.399810
-0.583883, 0.086101, -0.612355
0.501729, -0.707082, 0.455711
0.079106, 0.401372, -0.349262
0.025894, -0.047799, -0.443919
-0.418851, -0.161524, -0.219353
-0.274193, 0.210466, 0.028249
-0.216508, 0.050843, -0.848728
-0.601472, -0.231656, -0.479981
-0.562466, 0.556856, -0.557008
0.107641, 0.429428, -0.320600
-0.005263, -0.138292, -0.513594
0.089545, 0.414633, -0.337313
0.274316, -0.079208, -0.041246
0.750173, -0.714768, 0.456154
0.693843, -0.660731, 0.389929
0.856637, 0.309692, 1.353085
0.760436, -0.711043, 0.441462
-0.406704, 0.386996, -0.226269
0.968957, -0.962998, 0.876408
-0.404252, 0.383929, -0.216697
-0.104610, 0.534918, -0.455399
-0.595145, 0.267184, -0.611131
-0.596026, 0.232894, -0.608977
-0.136406, 0.026764, -0.656445
-0.520456, 0.505617, -0.381034
-0.412545, -0.122957, -0.244288
-0.313533, -0.298338, 0.042043
-0.618010, 0.257036, -0.651951
0.079577, 0.242328, -0.345795
0.217180, 0.081593, -0.117048
-0.757507, 0.706258, -0.972293
-0.598573, -0.158764, -0.442897
-0.576855, 0.568603, -0.573253
-0.637192, -0.958841, 0.137435
-0.212520, 0.048734, -0.827640
-0.573489, -0.209451, -0.412065
0.650405, -0.277208, 0.864571
0.602335, -0.187534, 0.673968
0.151429, -1.011306, 1.062822
-0.303356, 0.258699, 0.038641
-0.586492, 0.079599, -0.614044
-0.417984, -0.377318, 0.032124
-0.070091, 0.018921, -0.567132
-0.623011, 0.232745, -0.673387
-0.596830, 0.240269, -0.621309
-0.494660, -0.061251, -0.351829
-0.313757, 0.251339, -0.459932
0.038827, -0.028921, -0.421930
0.848093, 0.254514, 1.371631
0.750922, -0.623339, 1.104038
1.018449, -0.858062, 1.040283
0.432571, -0.553237, 0.206344
-0.315335, 0.013889, 0.015632
0.433185, -0.555350, 0.209396
-0.212105, 0.064436, -0.787448
0.314207, -0.598015, 0.273380
0.441877, 0.019699, 0.393723
0.615998, -0.819870, 0.716504
0.705758, -0.976261, 0.911804
0.591449, -0.771746, 0.650137
0.097808, -0.825773, 0.963145
-0.571654, -0.163034, -0.354850
-0.570566, -0.162037, -0.353457
-0.616682, 0.293555, -0.662393
-1.012430, 0.781786, -1.546912
0.090109, 0.407973, -0.325316
-0.998543, 0.707769, -1.513780
-0.583829, 0.091754, -0.618320
-0.444470, 0.414378, -0.312572
-0.594087, -0.123681, -0.482259
-0.714177, -0.210293, -0.412847
-0.793896, 0.051537, -0.772625
1.010272, -4.758049, 5.996278
0.667896, -0.557648, 0.951539
-0.122858, 0.095108, -0.812933
0.075498, 0.193122, -0.355584
0.472892, -0.965225, 0.971191
0.376140, -0.072828, 0.606083
-0.014327, -0.148497, 0.571523
0.442306, -1.167643, 1.597255
0.522428, -1.001063, 1.034359
0.275517, -0.107798, 0.808471
-0.322440, 0.009380, 0.014326
0.754947, -0.138238, 0.367956
1.168757, -0.591554, 0.509358
-0.279369, -0.098775, 0.053269
-0.196969, -0.651927, 0.379988
0.753783, -0.157236, 1.277578
0.291003, -0.459898, 0.026833
-0.330502, 0.317403, 0.645238
-0.267417, 0.228368, 0.051995
0.206483, -0.053515, -0.135279
-1.203862, 0.824445, -1.943986
-1.160387, 1.307238, -1.865996
2.445893, -4.032146, 6.082889
-0.495224, 0.562694, -1.672992
0.008435, -0.158301, -0.492559
0.008140, -0.140021, -0.552496
0.278591, -1.305229, 1.283866
0.985114, -1.107534, 2.051689
1.112747, -1.172380, 2.436668
1.201012, -1.436748, 2.636520
0.965409, -1.198883, 1.840951
-1.018195, 0.339559, -1.377372
1.862305, -1.828551, 3.283647
0.597331, -0.687715, 1.795467
0.993656, -0.644182, 1.440481
0.588107, 0.089185, 0.283751
-0.283791, -0.162905, 0.040285
1.142906, -0.583174, 0.489193
1.303627, -0.665960, 0.602046
0.177831, -0.283936, 1.024577
-0.312308, 0.019236, 0.027447
0.691984, -0.667832, 0.400437
-0.277552, -0.123453, 0.048967
0.164579, 0.090079, -0.207420
0.161062, 0.089559, -0.213249
-1.055907, 0.890135, -1.582817
-0.068743, -0.116726, -0.545946
-0.574501, 0.577356, -0.563982
0.210534, 0.055836, -0.147621
0.198303, 0.093383, -0.150281
4.892834, 0.848017, 13.603858
-1.017750, 0.762681, -1.549685
-0.537499, 0.196632, -1.082063
-0.121461, -0.058133, -0.718989
-0.456570, -0.277025, -0.131540
-0.595609, 0.236592, -0.615091
-1.153825, 0.466929, -1.527426
-0.714346, -0.286359, -0.321751
-1.038138, 0.619320, -1.579950
-1.017301, 0.786628, -1.542263
-1.125443, 0.390134, -1.414393
-0.884246, 0.370060, -1.322225
-1.049958, 0.917659, -1.589565
-1.125857, 1.245080, -1.764143
-1.063198, 0.928721, -1.608899
-1.116143, 1.220363, -1.766484
-0.538614, 0.570865, -1.670831
0.740615, -0.099790, 0.595474
1.137000, -0.740684, 0.474654
-0.282052, -0.127605, 0.048068
-0.183241, -0.614648, 0.458550
1.336697, 0.149702, 1.141936
0.472911, -1.062406, 1.110158
0.372453, -0.862949, 0.856834
-0.690160, -0.175163, -0.435784
-0.596519, 0.238976, -0.618553
-0.617542, 0.297124, -0.668382
-0.576428, 0.588712, -0.574780
0.009164, -0.081485, -0.613775
-0.620051, 0.286667, -0.694061
0.211115, 0.190116, -0.188649
-0.077911, -0.042389, -0.594108
-0.440860, 0.436165, -0.298776
1.173649, -2.181816, 3.131032
0.454660, -4.649133, 4.544633
0.411614, -0.533241, 0.185862
0.465516, -0.582342, 0.238264
0.097304, 0.244029, -0.330636
-0.402446, 0.375083, -0.216944
-0.970253, 0.394141, -1.286312
-1.019002, 0.759910, -1.548381
-1.041188, 0.906071, -1.570777
-0.993908, 0.760004, -1.495173
0.191432, 0.639702, -0.395444
-0.324600, -0.287525, 0.012188
-0.253081, -0.174400, 0.135018
2.158844, -4.356031, 6.318564
-0.169235, 0.035245, 0.325539
-1.077370, 0.910758, -1.518295
-0.997430, 0.731436, -1.497844
-0.996029, 0.732786, -1.500004
-0.994996, 0.759787, -1.494888
-1.000349, 0.693830, -1.489883
0.027800, -0.179632, -0.465341
-1.157940, 0.669478, -1.755960
-1.036258, 1.125220, -1.527578
-0.343609, -0.714706, 0.424719
-0.365129, -0.388473, -0.189644
-0.159144, -0.017335, -0.739558
0.004297, -0.200551, -0.561555
-0.257569, -0.134735, 0.107222
-0.278317, -0.095579, 0.038023
-0.315636, 0.270888, -0.009165
-0.622413, 0.234121, -0.676539
-1.137453, 0.767531, -1.828577
-1.264780, 0.662194, -1.841934
-1.328039, 1.145229, -2.217549
-1.309988, 1.106390, -2.164762
-1.331052, 1.169656, -2.216101
1.078969, -1.016248, 0.910007
-0.493284, -0.033432, -0.391787
1.269744, -3.333359, 4.495347
0.386777, -0.746024, 0.443203
-1.003937, 0.686852, -1.456951
-0.615270, 0.810491, -2.187926
-0.285387, 0.189459, 0.018251
0.850144, -0.316287, 1.114450
1.012335, -0.753900, 1.456464
0.507919, 0.088091, 0.005718
-0.306128, 0.029421, 0.016904
-0.665966, -0.105071, -0.661529
0.106973, 0.414241, -0.318939
-0.197001, 0.033975, -0.812274
-1.332244, 1.106812, -2.213332
-1.333616, 1.136251, -2.215253
-1.308405, 1.109361, -2.169456
-1.309038, 1.107420, -2.166025
-1.324040, 1.149808, -2.196166
-1.165337, 1.287129, -1.868364
0.460011, -0.842898, 0.588496
0.276731, -0.317913, -0.018418
-0.318323, 0.146616, -1.222776
0.625978, -0.797256, 0.665026
0.122585, -0.276642, -0.290435
0.442277, -3.481831, 4.147791
-0.187106, -0.662079, 0.571881
2.936370, -4.183068, 6.261881
0.557143, -0.647033, 1.652612
-0.302832, 0.256515, 0.045663
-0.380484, -0.071827, -0.743331
-0.810589, 1.349524, -2.376267
0.456556, -0.849546, 1.632622
-0.282056, -0.132606, 0.054028
0.224305, -1.153742, 1.298971
0.901655, -0.511172, 0.692825
0.723435, 0.003945, 0.638659
1.527401, -0.421292, 1.326283
1.396134, -0.386083, 1.205712
0.363080, -0.219733, 0.277218
0.523652, -0.070378, 0.786266
0.501488, -0.019460, 0.723822
0.903824, -1.379001, 2.071631
1.031208, -1.269817, 1.726892
1.130423, -1.274774, 1.958236
0.750527, -0.247091, 0.780525
0.086370, -0.016546, 0.843224
0.220467, -0.182453, 1.055628
0.901300, -1.253253, 1.978953
0.854305, -0.583572, 1.260947
1.266048, -0.827297, 0.912337
0.774829, -0.038585, 0.823250
1.305934, -0.856791, 0.944525
0.398242, -1.046491, 1.460386
0.313852, -0.337425, 1.203207
-0.254450, -0.130912, 0.111080
0.718202, -0.128925, 0.341277
1.073877, -0.665257, 0.892530
0.913421, -0.754809, 1.316800
1.371947, -0.836696, 1.174425
0.760932, -1.015545, 0.978997
0.244979, -0.105046, 0.144414
1.360539, -0.393717, 1.187977
0.384588, -0.402534, 1.265758
0.434056, -0.504892, 1.447564
0.935117, -0.600491, 0.700418
1.241571, -0.394000, 0.991293
0.163602, -0.116879, 0.678197
0.461848, -0.096362, 0.902225
0.740313, -1.326785, 1.397754
0.857356, -0.031765, 0.425002
0.141965, -0.195522, -0.056338
0.280184, -1.064154, 1.200519
0.393267, -1.114638, 1.294318
0.976370, -0.274139, 0.839091
0.652516, -0.086113, 0.704129
-0.350638, 0.313076, -0.048531
-0.311639, 0.031833, 0.037504
1.224216, -0.903347, 0.915344
-0.354586, 0.317882, -0.036216
1.276424, -0.634464, 1.054994
0.161349, -0.022149, 0.501597
-0.270690, 0.217480, 0.079695
-0.271208, 0.217298, 0.068638
0.985362, -0.435018, 1.381867
1.706940, -2.326326, 3.445621
1.538817, -1.161695, 2.604128
0.599446, -0.684567, 1.793371
1.917593, -1.464513, 3.258052
0.265789, -1.084561, 1.267748
0.549259, -1.039463, 1.083629
0.345026, -0.882387, 0.783365
0.484867, -0.699524, 0.460307
0.819197, -0.010788, 0.461668
0.296181, -1.184486, 1.335350
0.699252, 0.004766, 0.703886
0.604463, -0.225016, 1.109425
1.295964, -0.544879, 0.972268
-0.256608, -0.165591, 0.112507
-0.306021, 0.031819, 0.010781
0.791360, -0.869179, 0.826055
1.164591, -0.935942, 0.860160
1.162267, -0.862526, 0.792624
-0.255717, -0.132324, 0.112374
-0.283609, -0.136060, 0.059323
0.183500, -0.809681, 1.002720
0.579077, -1.154337, 1.228566
0.769942, -0.911516, 2.099443
1.092020, -0.803798, 0.666054
0.803157, -0.004270, 0.350769
0.698893, -0.200323, 1.846489
1.178786, -0.708405, 0.616047
0.149999, -0.606875, 0.955781
1.510231, -0.436404, 1.318854
0.065769, -0.886917, 1.011695
-0.088914, -0.661327, 0.497704
-0.008828, -0.157460, 0.609064
1.265449, -0.623818, 1.039873
0.021873, -0.208709, -0.305410
0.090552, 0.279290, -0.002588
-0.575525, 0.348532, -0.571401
0.643845, -0.334306, 0.685202
0.388526, -0.521784, 0.188747
0.204398, -1.397299, 1.625151
0.984172, -0.310956, 2.430231
0.706455, -0.017277, 0.695809
-0.302385, 0.257004, 0.048744
-0.480656, -0.064907, -0.367032
0.635547, -0.002083, 0.641168
1.855647, -3.250852, 5.031899
-0.104698, 0.661506, -0.706876
-0.265974, -0.147976, 0.079822
0.479391, -0.681591, 0.424567
0.649804, -0.722406, 0.712272
0.117757, -0.046781, -0.323716
-0.130959, 0.513117, -0.642522
-0.096288, 0.659907, -0.697606
-0.711979, -0.173102, -0.456505
0.179523, 0.180422, -0.191266
0.442523, 0.258877, 1.380274
0.214390, 0.214612, -0.166481
0.198956, 0.117669, -0.161800
-0.203627, -0.454636, 0.261105
