pos_x, pos_y, pos_z
-1.186802, 1.642850, -3.177080
-1.176071, 1.642915, -3.160838
-1.263540, 0.639269, -1.805580
-1.779986, 1.494469, -3.162239
-2.037352, 2.146847, -3.724348
-1.422841, 1.755780, -3.604413
-1.441826, 1.767575, -3.642099
-2.050749, 2.173159, -3.759106
-1.848171, 2.166868, -3.361416
-1.789989, 1.470157, -3.112421
-1.143456, 1.604714, -3.098558
-0.886738, 1.700597, -2.560468
-1.017260, 0.788378, -1.544949
-1.007864, 0.773943, -1.531614
-1.047224, 1.808179, -2.791569
-1.130067, 1.597848, -3.086280
-2.023290, 1.940264, -3.636380
-2.000319, 1.709658, -3.549449
-1.515367, 1.984030, -3.779883
-1.404805, 1.913509, -3.670083
-1.128461, 1.218563, -1.727650
-0.840531, 0.171486, -1.185619
-0.816453, 1.021369, -2.375713
-0.998428, 1.041181, -1.473116
-2.002354, 1.893537, -3.563763
-1.965241, 1.993530, -3.478566
-2.024142, 1.919936, -3.611853
-1.999354, 1.923044, -3.556173
-1.455897, 2.056812, -3.675731
-1.965279, 1.994618, -3.486699
-1.839071, 1.245655, -3.027056
-0.331705, -0.668715, 0.396237
0.417768, 0.110163, 0.286005
-0.627695, -0.882654, 0.081466
-0.586313, 0.084991, -0.618672
-0.502730, -0.050800, -0.377134
0.466146, -0.566542, 0.407402
-1.982765, 1.744783, -3.584528
-2.053573, 1.509696, -3.421375
-1.360922, 1.460831, -3.494005
-1.816455, 1.496346, -3.162504
-0.883563, 1.083891, -2.458869
-1.138955, 1.656717, -3.093809
-0.787115, 1.140146, -2.311500
-0.937304, 0.387850, -1.231865
0.040632, 0.235777, -0.400696
0.485404, -1.234889, 1.703185
-1.738571, 1.582099, -3.074717
-1.750708, 2.051064, -3.178819
-1.177524, 1.826337, -3.210260
0.370536, -1.013996, 0.936378
7.098574, -11.366906, 18.380713
0.643904, -1.300915, 1.416728
0.427630, -0.907146, 0.903787
-1.531290, 0.976091, -2.564409
-1.722630, 2.016866, -3.074212
-1.146959, 0.760233, -1.828407
-1.327125, 1.103768, -2.161001
-1.165865, 1.789791, -3.183435
-1.461647, 1.580377, -2.479930
-0.807594, 1.351291, -2.377927
-0.789611, 1.183421, -2.287582
-0.335419, -0.630944, 0.339323
-0.205645, -0.711202, 0.264670
-0.773830, 1.195611, -2.288737
0.101752, -0.435379, -0.166571
-0.783443, 1.103964, -2.290712
-0.976000, 1.060727, -2.330673
-1.770419, 1.811618, -3.134546
1.254384, -0.782551, 1.026754
-0.746681, 0.791002, -0.975694
-0.493349, 0.103768, -0.972193
-1.012595, 0.742949, -1.518748
0.666702, -1.439757, 1.961922
0.997327, -1.285065, 1.712814
2.888068, -1.572861, 1.864549
1.411504, -0.598252, 1.052273
0.482403, -0.051513, 0.420384
0.248979, -0.024067, 0.767745
0.619052, -0.057549, 0.637924
0.248453, -0.717601, 0.989991
0.458818, -0.915936, 0.963581
0.481019, -0.913925, 0.917635
0.120528, -0.708621, 0.854756
0.234243, -1.126497, 1.202727
0.526134, -0.017664, 0.765013
1.395238, 0.044724, 1.291217
1.186419, -0.875269, 0.806279
1.451249, -1.056011, 1.188309
0.972019, -0.959646, 0.896274
0.851692, -0.980265, 1.828562
0.379721, -1.110517, 1.461306
0.596675, -1.318106, 1.866211
1.295824, -0.717722, 1.133584
1.305041, -0.614957, 1.138351
0.809739, -0.723319, 0.727155
1.314746, -0.723579, 1.154553
1.210688, -0.705768, 1.048512
1.285481, -0.703663, 1.131099
1.294432, -0.608689, 1.096309
1.341950, -0.735777, 1.182663
1.278951, -0.674566, 1.072509
0.126308, -0.837356, 0.998539
1.248954, -0.729202, 1.082119
1.988167, -1.070941, 1.286720
1.391001, -0.583755, 1.045825
1.470828, -0.530972, 1.246351
1.751619, -1.222714, 1.430253
0.312930, -0.171567, 1.038810
0.110366, -0.049229, 0.759907
0.249112, -0.628744, 1.084812
0.560781, -0.291636, 0.404654
0.495142, -0.949864, 1.035532
0.326640, -0.024353, 0.781396
0.872143, -0.555135, 0.651205
1.186060, -0.698212, 0.986958
0.490543, -0.405107, 0.391480
0.072726, -0.002117, 0.685150
0.418992, -0.256627, 0.315368
0.631068, -0.549734, 0.558972
0.575450, -0.120941, 0.952064
0.616001, 0.005931, 0.688895
0.800599, -0.005270, 0.680747
0.858801, -0.062477, 0.708764
0.106635, -0.666742, 0.795989
0.827217, -0.060224, 0.673283
0.491398, -0.132590, 1.137146
0.102134, -0.695699, 0.826173
1.136705, -0.736737, 0.825183
1.250225, -0.686440, 1.098342
0.047608, -0.866860, 0.965050
1.302152, -0.714483, 1.144131
0.220727, -2.545591, 2.990065
1.859197, -0.489838, 1.500653
0.157026, -0.011493, 0.719879
0.557715, -0.990144, 1.691277
0.307319, -0.050962, 0.754463
0.138335, -0.083792, 0.762104
0.873232, -0.129106, 0.947417
0.125283, -0.005342, 0.730367
0.138518, -0.072401, 0.127658
0.146119, -0.598068, 0.943445
1.291048, -0.638764, 1.066089
0.633899, -0.150332, 0.985567
0.479077, 0.035052, 0.685474
0.428492, -0.502435, 1.424149
0.723385, -0.059716, 0.786938
0.106491, -0.189185, 0.817367
0.590146, 0.004823, 0.588165
0.062802, -0.424526, 0.494458
0.921192, -0.105266, 0.893103
0.520732, -1.149945, 1.179896
1.199868, -0.721512, 0.630654
-0.255062, -0.160803, 0.105271
0.346082, -0.529361, 0.276922
-0.595460, 0.235020, -0.613390
-0.564846, 0.555976, -0.556788
-0.019502, -0.101899, -0.465097
0.627651, -0.514764, 0.885163
-0.082803, -0.498760, 0.114711
0.252065, 0.286743, -0.076454
0.161495, -0.204016, -0.230207
-0.074154, -0.514594, 0.132121
-0.257032, -0.163038, 0.106171
-0.357681, -0.184279, -0.264116
-0.302354, 0.257916, 0.040422
-0.447662, 0.421951, -0.301619
-0.304286, -0.266865, -0.000639
-0.383423, 0.022215, -0.471330
0.662339, -0.105930, 0.716991
0.086883, 0.313453, -0.337036
0.794332, -0.022246, 0.428768
0.715548, -0.155301, 0.475586
-0.595273, 0.263993, -0.607348
-0.598620, 0.265572, -0.612521
-0.597699, 0.217193, -0.595147
-0.585096, 0.092150, -0.609956
0.395421, -0.399686, 0.109088
-0.255306, -0.131307, 0.111011
-0.463222, -0.198978, -0.433522
-0.400856, 0.374013, -0.208576
0.095479, 0.383821, -0.328041
0.633357, -0.335372, 0.666118
0.448334, -0.297701, 0.375659
0.374374, -0.905719, 0.808937
0.162694, 0.230369, 0.112093
-0.564594, 0.332493, -0.541061
-0.562753, 0.556192, -0.545897
-0.619141, 0.267458, -0.671492
-0.757933, 0.697077, -0.972301
-0.590389, -0.064089, -0.570487
-0.428513, -0.407844, -0.139490
0.248446, 0.062831, -0.076747
-0.414534, -0.123242, -0.246883
-0.070332, -0.115151, -0.562673
-0.606257, 0.277261, -0.643475
-0.203141, -0.674683, 0.408123
0.241144, -0.312530, -0.127129
0.227856, -0.446871, 0.125297
0.067855, 0.346684, -0.291086
0.236074, 0.280534, -0.087661
-0.304175, -0.270010, 0.003320
-0.489868, -0.132676, -0.278105
-0.422375, -0.226671, -0.160669
0.244173, -0.466112, 0.143708
1.410329, -1.302986, 2.884543
0.913850, -0.807333, 0.700273
0.254331, 0.274825, -0.069177
-0.321755, -0.280482, 0.024150
-0.012830, -0.176856, 0.598378
0.575714, -0.095869, 0.603490
-0.573684, 0.343297, -0.558014
-0.321579, 0.011524, 0.004614
-0.499228, 0.488988, -0.158253
-0.586768, 0.077225, -0.612393
-0.308716, -0.270131, 0.003700
-0.993636, 0.761016, -1.496209
-1.009424, 0.767363, -1.556953
-1.056725, 0.886136, -1.570212
0.721287, -0.089119, 0.789774
-0.574134, 0.349279, -0.575568
0.102767, 0.378421, -0.320730
-0.269071, -0.665733, 0.257713
-0.312765, 0.038879, 0.017714
0.207921, 0.061696, -0.135045
0.267469, 0.279362, -0.057046
-0.279531, -0.100710, 0.054256
0.163343, -0.271583, 0.973620
-0.258275, -0.160995, 0.104381
1.375049, -0.938985, 1.004531
0.209359, -0.054773, -0.133062
1.064812, -0.857621, 0.758751
-0.387546, 0.352685, -0.194706
0.172479, 0.051824, -0.202949
0.191650, -0.705800, 1.074573
1.794832, -3.271787, 4.691353
-1.012038, 0.760174, -1.545432
-0.757335, 0.690873, -0.968192
-1.057033, 0.906574, -1.554223
-0.862420, 0.239933, -1.159810
-0.758434, 0.714892, -0.976140
-1.057803, 0.624185, -1.588818
-1.056924, 0.906273, -1.555506
-1.055217, 0.904853, -1.574956
-0.316989, -0.647262, 0.390829
0.344749, -0.698473, 1.320509
0.309998, -1.188556, 1.253120
0.814448, -0.041171, 0.696321
-0.617736, 0.297867, -0.666654
0.107287, 0.423729, -0.320078
-0.044605, -0.050653, -0.544681
-0.308756, 0.028934, 0.016723
-0.567252, -0.087976, -0.434686
-0.591542, 0.078628, -0.631476
0.368642, 0.218610, 0.139650
0.884889, -2.116092, 2.858958
0.416219, -0.214803, 0.334262
0.459803, -0.520292, 0.396988
0.592861, -0.748163, 0.612497
-0.074447, -0.553330, 0.465028
0.095041, -0.135546, -0.297602
0.255254, 0.288854, -0.075164
0.339650, 0.051549, -0.042082
0.354624, -0.869131, 0.765174
-0.281463, -0.132104, 0.052335
1.139538, -0.745561, 0.480538
0.663603, -0.089379, 0.568029
1.380284, -0.807183, 0.545301
-0.217869, -0.524014, 0.185626
-0.134592, 0.130226, -0.874996
-0.839900, 0.235516, -1.144233
-1.013652, 0.755847, -1.529795
-0.769257, -0.556784, -0.360180
-0.994033, 0.732111, -1.499607
-0.744414, 0.094321, -0.927853
-0.793934, 0.133115, -1.011002
-0.751918, -0.364739, -0.516304
-0.606598, 0.256111, -0.637508
-0.817040, 0.166310, -1.066334
-0.617287, 0.300624, -0.680805
-0.450194, -0.098103, -0.314517
0.035483, 0.574800, -0.394287
-0.995310, 0.731231, -1.497246
0.750489, -1.129917, 1.174891
0.963772, -1.014252, 1.658209
0.921226, -1.110633, 1.197024
0.677016, 0.008360, 0.677032
1.113760, -1.420148, 1.733322
-0.458756, -0.206203, -0.423716
-1.019318, 0.758853, -1.547564
-1.005458, 0.719272, -1.528611
-0.999709, 0.764896, -1.600981
0.246687, -0.316042, -0.083382
0.340879, -0.613677, 0.290302
-0.513841, -0.185707, -0.509778
1.273728, -0.865635, 0.907999
0.611224, -0.751065, 0.601406
1.297242, -0.844821, 0.943849
-0.000050, -0.090784, -0.563007
0.166035, 0.191028, -0.060920
0.454083, -0.124074, 0.518034
0.404981, -0.185744, 0.301926
0.116885, -0.274360, -0.295931
-0.380875, -0.272782, -0.072247
0.156962, -0.272015, -0.241908
-0.154573, -0.521534, 0.388347
-0.051373, 0.553263, -0.490289
-0.412638, -0.122472, -0.243920
0.178433, -0.232227, -0.201125
0.303306, -0.400340, -0.002363
-0.757321, 0.697689, -0.962929
0.562208, -0.081856, 0.581701
0.178974, 0.250961, -0.193407
0.243143, 0.288629, -0.087063
0.655381, -0.645383, 0.458778
-0.029929, 0.432318, -0.473319
-0.709909, -0.205763, -0.415073
-0.337070, -0.182823, -0.150296
-0.598252, 0.266059, -0.611365
-0.922593, 0.194675, -1.031374
-1.015749, 0.719226, -1.538007
-0.994880, 0.729478, -1.495618
-1.008154, 0.770896, -1.525823
-0.332059, 0.950651, -1.223901
-1.008416, 0.775952, -1.536147
-0.265397, 0.234795, 0.061081
-0.306243, 0.027182, 0.024507
-0.367640, -0.560281, 0.254824
-0.397176, -0.401803, -0.112738
-0.224531, -0.741268, 0.371848
0.474216, -1.068620, 1.126797
0.068013, 0.219279, -0.362230
0.029665, -0.053462, -0.437332
0.030603, -0.055579, -0.437525
-0.517524, 0.488228, -0.513365
-0.573521, 0.009466, -0.545081
-0.039184, -0.041751, -0.652759
1.338976, -2.041775, 6.809126
-0.584837, 0.080920, -0.611690
-0.795464, 0.023169, -0.740424
-0.799120, 0.095738, -0.824299
-0.675638, -0.149251, -0.631649
0.209403, 0.061804, -0.133936
0.839819, -0.222660, 0.622326
0.331338, -0.582173, 0.258510
0.319436, -0.563212, 0.238476
-0.389500, 0.353260, -0.190897
0.213994, -0.181282, -0.191234
0.443697, -0.559994, 0.208172
-0.482631, -0.062379, -0.368594
0.605082, -1.169863, 1.264221
0.056126, 0.354947, -0.335586
-0.543769, -0.176085, -0.317701
-0.704866, -0.108246, -0.699154
0.191764, 0.068163, -0.168974
0.055304, 0.527224, -0.453759
-1.017048, 0.789557, -1.546912
-0.564085, -0.050964, -0.670858
-0.888639, 0.209393, -1.182251
-1.037937, 0.626607, -1.588066
-1.016145, 1.124549, -1.535089
-0.756330, 0.691474, -0.966280
-0.903083, 0.355052, -1.394923
-0.884865, 0.332956, -1.290529
1.334314, -0.325431, 2.413695
0.375982, -0.905098, 0.808215
1.036627, -0.863902, 1.054682
0.152052, -0.614668, 0.958398
-1.136155, 0.761437, -1.806647
-0.618730, 0.278603, -0.685607
-0.065859, -0.679946, 0.406630
0.330265, 0.057018, 0.226044
-0.759242, 0.715084, -0.971030
-1.008459, 0.759027, -1.544583
-1.007985, 0.691250, -1.490231
-1.015391, 0.750306, -1.490114
0.636779, -1.567798, 2.814135
0.508521, -0.850596, 1.614388
1.193818, -1.169207, 1.147388
-0.321549, 0.278014, -0.029864
-0.587262, 0.602843, -0.614649
-0.480946, -0.068135, -0.360125
-0.079671, -0.106808, -0.570550
-0.366477, 0.995669, -1.318406
0.821932, -0.987007, 1.066738
0.878749, -0.040457, 0.610121
0.065621, 0.177282, -0.368070
-0.091097, 0.532285, -0.436099
-0.551286, -0.329649, -0.153419
-0.619384, 0.267620, -0.670090
-0.446162, 0.418940, -0.305027
-0.322616, 0.055787, -0.019841
0.347748, -0.033856, 0.319088
1.008633, -2.019815, 2.700027
-1.006267, 1.093663, -1.519014
-0.742240, -0.163764, -0.489468
0.167451, -1.078186, 1.253495
0.538826, -0.161420, 0.579965
0.214664, -0.060457, -0.118564
0.122731, 0.082279, -0.277010
-0.574475, 0.579166, -0.537978
-0.607587, 0.275516, -0.639894
-0.581045, 0.128192, -0.650690
-0.494301, -0.035127, -0.382903
0.384274, -0.526920, 0.190048
