-0.795784, 1.544629, -2.401345
-2.208990, 2.104281, -4.041102
-1.509618, 2.160659, -3.833447
-2.196265, 2.080434, -4.003360
-1.745506, 2.060796, -4.084872
-1.746425, 2.055872, -4.081107
-2.234055, 2.268940, -4.116947
-1.913912, 1.288118, -3.217047
-1.491735, 2.164678, -3.805650
-1.676135, 2.302087, -4.105622
-1.624816, 2.049168, -4.016374
-2.193334, 2.151933, -3.989435
-1.603890, 2.505445, -4.017057
-2.240404, 2.177265, -4.097041
-1.613709, 2.041789, -4.006162
-0.738342, -1.421231, 0.878627
-0.812521, 1.542944, -2.429354
-0.783394, 1.331884, -2.354169
-1.280639, 1.449036, -2.121835
-0.763506, 1.554195, -2.270758
-0.475964, 1.650988, -1.393826
-0.375131, 1.636143, -1.236818
-1.463559, 1.589574, -2.489597
-1.115808, 0.449699, -1.643813
-2.342487, 6.191603, -11.547299
-2.227520, 6.061231, -11.329891
-3.905525, 4.267058, -7.778970
-4.143977, 5.507550, -9.701987
-4.889459, 5.133282, -9.543141
-4.882429, 5.313612, -9.396126
-4.179790, 5.647281, -9.897467
-3.121325, 5.547275, -10.436050
-3.901643, 5.649830, -9.778574
0.489587, 6.492660, -12.684801
0.503136, 6.360354, -12.236610
0.531916, 6.516716, -12.692475
-4.113673, 5.487411, -9.832798
-4.011694, 5.456861, -9.517601
-4.093380, 5.533870, -9.724500
-4.008602, 5.459879, -9.535823
-4.088783, 5.534948, -9.684113
-4.168693, 5.295959, -9.663658
-4.129969, 5.540429, -9.749106
-4.092104, 5.535480, -9.678479
-4.210570, 5.439595, -9.724905
-4.166760, 5.265712, -9.621806
-4.148067, 5.512466, -9.714633
-4.146668, 5.321796, -9.637376
-1.106566, 6.015319, -11.453130
-1.113713, 6.401193, -11.683670
-4.186120, 5.632787, -9.878912
-4.105384, 5.490119, -9.846243
-4.130864, 5.585443, -9.881779
1.404084, 6.755393, -13.115571
1.389583, 6.771070, -13.155799
1.223736, 6.619986, -13.202399
1.144971, 6.483762, -12.565732
-3.988945, 4.969894, -9.066247
-3.963524, 4.711896, -8.918349
-3.086482, 5.059937, -8.462655
-3.871404, 5.449558, -9.166736
-2.986119, 4.080564, -7.249976
-3.269866, 4.536347, -7.683338
-3.563304, 4.549769, -8.428172
-3.542798, 4.578485, -8.387341
-3.467150, 4.953526, -8.348503
-4.177108, 4.697797, -8.362021
-3.579749, 4.871002, -8.526020
0.801507, 6.300246, -12.480296
0.888160, 6.445805, -12.421494
0.575262, 6.544159, -12.741818
1.253124, 6.611887, -12.538856
-0.300668, 6.218572, -12.305807
-1.220754, 6.149580, -11.230763
-1.096359, 6.075286, -11.376951
-4.352960, 5.819409, -9.732253
-3.288240, 5.644027, -10.717174
-1.934013, 5.771100, -11.365794
-2.168177, 5.869872, -11.449260
0.580960, 6.321843, -12.332096
0.224145, 6.354826, -12.594899
0.009910, 6.615462, -12.265276
0.506294, 6.461777, -12.710921
0.608271, 6.337734, -12.360064
0.493235, 6.324657, -12.253183
-1.740750, 5.812328, -11.417827
-2.162842, 6.189807, -11.366258
-1.033371, 6.230121, -11.336569
-1.108455, 6.024158, -11.448181
-3.970152, 4.985759, -8.984857
-3.973869, 5.267646, -9.609679
-3.958239, 5.296771, -9.603769
-3.980177, 5.177013, -9.327030
-3.881268, 5.309830, -9.184034
1.429024, 6.753304, -13.118007
1.322922, 6.760767, -13.049825
1.577482, 6.837048, -13.101131
1.289945, 6.761110, -13.113426
-3.118500, 3.596563, -7.215039
-3.015194, 4.174739, -7.092986
-2.252690, 6.205077, -11.683520
-2.167756, 6.370874, -11.570126
-1.974616, 5.978100, -11.780172
-1.512326, 6.036810, -10.846764
-2.230954, 6.210752, -11.628933
-2.290768, 6.144891, -11.631598
1.521983, 6.568740, -12.754279
0.927040, 6.520316, -12.942785
1.237004, 6.782116, -13.087369
-4.087924, 5.950249, -10.379067
-4.294268, 5.535454, -9.726367
-3.861405, 5.560837, -9.719062
-3.908234, 5.549337, -9.658171
-4.172319, 5.931280, -10.378423
-5.191328, 5.485072, -10.046634
-4.302583, 5.902338, -10.292164
-3.939616, 5.715026, -9.816763
-4.486346, 5.789413, -10.055715
1.202949, 6.702812, -13.134417
1.576286, 6.535187, -12.822432
